"lang","country_alpha2_code","continent_code","continent"
"CY","PH","AS","Asia"
"CY","PK","AS","Asia"
"CY","PL","EU","Ewrop"
"CY","PM","NA","Gogledd America"
"CY","PN","OC","Oceania"
"CY","PR","NA","Gogledd America"
"CY","PS","AS","Asia"
"CY","PT","EU","Ewrop"
"CY","PW","OC","Oceania"
"CY","PY","SA","De America"
"CY","QA","AS","Asia"
"CY","RE","AF","Affrica"
"CY","RO","EU","Ewrop"
"CY","RS","EU","Ewrop"
"CY","RU","AS","Asia"
"CY","RU","EU","Ewrop"
"CY","RW","AF","Affrica"
"CY","SA","AS","Asia"
"CY","SB","OC","Oceania"
"CY","SC","AF","Affrica"
"CY","SD","AF","Affrica"
"CY","SE","EU","Ewrop"
"CY","SG","AS","Asia"
"CY","SH","AF","Affrica"
"CY","SI","EU","Ewrop"
"CY","SJ","EU","Ewrop"
"CY","SK","EU","Ewrop"
"CY","SL","AF","Affrica"
"CY","SM","EU","Ewrop"
"CY","SN","AF","Affrica"
"CY","SO","AF","Affrica"
"CY","SR","SA","De America"
"CY","SS","AF","Affrica"
"CY","ST","AF","Affrica"
"CY","SV","NA","Gogledd America"
"CY","SX","NA","Gogledd America"
"CY","SY","AS","Asia"
"CY","SZ","AF","Affrica"
"CY","TC","NA","Gogledd America"
"CY","TD","AF","Affrica"
"CY","TF","AN","Antarctica"
"CY","TG","AF","Affrica"
"CY","TH","AS","Asia"
"CY","TJ","AS","Asia"
"CY","TK","OC","Oceania"
"CY","TL","AS","Asia"
"CY","TM","AS","Asia"
"CY","TN","AF","Affrica"
"CY","TO","OC","Oceania"
"CY","TR","AS","Asia"
"CY","TR","EU","Ewrop"
"CY","TT","NA","Gogledd America"
"CY","TV","OC","Oceania"
"CY","TW","AS","Asia"
"CY","TZ","AF","Affrica"
"CY","UA","EU","Ewrop"
"CY","UG","AF","Affrica"
"CY","UM","OC","Oceania"
"CY","US","NA","Gogledd America"
"CY","UY","SA","De America"
"CY","UZ","AS","Asia"
"CY","VA","EU","Ewrop"
"CY","VC","NA","Gogledd America"
"CY","VE","SA","De America"
"CY","VG","NA","Gogledd America"
"CY","VI","NA","Gogledd America"
"CY","VN","AS","Asia"
"CY","VU","OC","Oceania"
"CY","WF","OC","Oceania"
"CY","WS","OC","Oceania"
"CY","YE","AS","Asia"
"CY","YT","AF","Affrica"
"CY","ZA","AF","Affrica"
"CY","ZM","AF","Affrica"
"CY","ZW","AF","Affrica"
"DA","AD","EU","Europa"
"DA","AE","AS","Asien"
"DA","AF","AS","Asien"
"DA","AG","NA","Nordamerika"
"DA","AI","NA","Nordamerika"
"DA","AL","EU","Europa"
"DA","AM","EU","Europa"
"DA","AO","AF","Afrika"
"DA","AQ","AN","Antarktis"
"DA","AR","SA","Sydamerika"
"DA","AS","OC","Oceanien"
"DA","AT","EU","Europa"
"DA","AU","OC","Oceanien"
"DA","AW","NA","Nordamerika"
"DA","AX","EU","Europa"
"DA","AZ","AS","Asien"
"DA","AZ","EU","Europa"
"DA","BA","EU","Europa"
"DA","BB","NA","Nordamerika"
"DA","BD","AS","Asien"
"DA","BE","EU","Europa"
"DA","BF","AF","Afrika"
"DA","BG","EU","Europa"
"DA","BH","AS","Asien"
"DA","BI","AF","Afrika"
"DA","BJ","AF","Afrika"
"DA","BL","NA","Nordamerika"
"DA","BM","NA","Nordamerika"
"DA","BN","AS","Asien"
"DA","BO","SA","Sydamerika"
"DA","BQ","NA","Nordamerika"
"DA","BR","SA","Sydamerika"
"DA","BS","NA","Nordamerika"
"DA","BT","AS","Asien"
"DA","BV","AN","Antarktis"
"DA","BW","AF","Afrika"
"DA","BY","EU","Europa"
"DA","BZ","NA","Nordamerika"
"DA","CA","NA","Nordamerika"
"DA","CC","AS","Asien"
"DA","CD","AF","Afrika"
"DA","CF","AF","Afrika"
"DA","CG","AF","Afrika"
"DA","CH","EU","Europa"
"DA","CI","AF","Afrika"
"DA","CK","OC","Oceanien"
"DA","CL","SA","Sydamerika"
"DA","CM","AF","Afrika"
"DA","CN","AS","Asien"
"DA","CO","SA","Sydamerika"
"DA","CR","NA","Nordamerika"
"DA","CU","NA","Nordamerika"
"DA","CV","AF","Afrika"
"DA","CW","NA","Nordamerika"
"DA","CX","AS","Asien"
"DA","CY","EU","Europa"
"DA","CZ","EU","Europa"
"DA","DE","EU","Europa"
"DA","DJ","AF","Afrika"
"DA","DK","EU","Europa"
"DA","DM","NA","Nordamerika"
"DA","DO","NA","Nordamerika"
"DA","DZ","AF","Afrika"
"DA","EC","SA","Sydamerika"
"DA","EE","EU","Europa"
"DA","EG","AF","Afrika"
"DA","EH","AF","Afrika"
"DA","ER","AF","Afrika"
"DA","ES","EU","Europa"
"DA","ET","AF","Afrika"
"DA","FI","EU","Europa"
"DA","FJ","OC","Oceanien"
"DA","FK","SA","Sydamerika"
"DA","FM","OC","Oceanien"
"DA","FO","EU","Europa"
"DA","FR","EU","Europa"
"DA","GA","AF","Afrika"
"DA","GB","EU","Europa"
"DA","GD","NA","Nordamerika"
"DA","GE","AS","Asien"
"DA","GE","EU","Europa"
"DA","GF","SA","Sydamerika"
"DA","GG","EU","Europa"
"DA","GH","AF","Afrika"
"DA","GI","EU","Europa"
"DA","GL","NA","Nordamerika"
"DA","GM","AF","Afrika"
"DA","GN","AF","Afrika"
"DA","GP","NA","Nordamerika"
"DA","GQ","AF","Afrika"
"DA","GR","EU","Europa"
"DA","GS","AN","Antarktis"
"DA","GT","NA","Nordamerika"
"DA","GU","OC","Oceanien"
"DA","GW","AF","Afrika"
"DA","GY","SA","Sydamerika"
"DA","HK","AS","Asien"
"DA","HM","AN","Antarktis"
"DA","HN","NA","Nordamerika"
"DA","HR","EU","Europa"
"DA","HT","NA","Nordamerika"
"DA","HU","EU","Europa"
"DA","ID","AS","Asien"
"DA","IE","EU","Europa"
"DA","IL","AS","Asien"
"DA","IM","EU","Europa"
"DA","IN","AS","Asien"
"DA","IO","AS","Asien"
"DA","IQ","AS","Asien"
"DA","IR","AS","Asien"
"DA","IS","EU","Europa"
"DA","IT","EU","Europa"
"DA","JE","EU","Europa"
"DA","JM","NA","Nordamerika"
"DA","JO","AS","Asien"
"DA","JP","AS","Asien"
"DA","KE","AF","Afrika"
"DA","KG","AS","Asien"
"DA","KH","AS","Asien"
"DA","KI","OC","Oceanien"
"DA","KM","AF","Afrika"
"DA","KN","NA","Nordamerika"
"DA","KP","AS","Asien"
"DA","KR","AS","Asien"
"DA","KW","AS","Asien"
"DA","KY","NA","Nordamerika"
"DA","KZ","AS","Asien"
"DA","KZ","EU","Europa"
"DA","LA","AS","Asien"
"DA","LB","AS","Asien"
"DA","LC","NA","Nordamerika"
"DA","LI","EU","Europa"
"DA","LK","AS","Asien"
"DA","LR","AF","Afrika"
"DA","LS","AF","Afrika"
"DA","LT","EU","Europa"
"DA","LU","EU","Europa"
"DA","LV","EU","Europa"
"DA","LY","AF","Afrika"
"DA","MA","AF","Afrika"
"DA","MC","EU","Europa"
"DA","MD","EU","Europa"
"DA","ME","EU","Europa"
"DA","MF","NA","Nordamerika"
"DA","MG","AF","Afrika"
"DA","MH","OC","Oceanien"
"DA","MK","EU","Europa"
"DA","ML","AF","Afrika"
"DA","MM","AS","Asien"
"DA","MN","AS","Asien"
"DA","MO","AS","Asien"
"DA","MP","OC","Oceanien"
"DA","MQ","NA","Nordamerika"
"DA","MR","AF","Afrika"
"DA","MS","NA","Nordamerika"
"DA","MT","EU","Europa"
"DA","MU","AF","Afrika"
"DA","MV","AS","Asien"
"DA","MW","AF","Afrika"
"DA","MX","NA","Nordamerika"
"DA","MY","AS","Asien"
"DA","MZ","AF","Afrika"
"DA","NA","AF","Afrika"
"DA","NC","OC","Oceanien"
"DA","NE","AF","Afrika"
"DA","NF","OC","Oceanien"
"DA","NG","AF","Afrika"
"DA","NI","NA","Nordamerika"
"DA","NL","EU","Europa"
"DA","NO","EU","Europa"
"DA","NP","AS","Asien"
"DA","NR","OC","Oceanien"
"DA","NU","OC","Oceanien"
"DA","NZ","OC","Oceanien"
"DA","OM","AS","Asien"
"DA","PA","NA","Nordamerika"
"DA","PE","SA","Sydamerika"
"DA","PF","OC","Oceanien"
"DA","PG","OC","Oceanien"
"DA","PH","AS","Asien"
"DA","PK","AS","Asien"
"DA","PL","EU","Europa"
"DA","PM","NA","Nordamerika"
"DA","PN","OC","Oceanien"
"DA","PR","NA","Nordamerika"
"DA","PS","AS","Asien"
"DA","PT","EU","Europa"
"DA","PW","OC","Oceanien"
"DA","PY","SA","Sydamerika"
"DA","QA","AS","Asien"
"DA","RE","AF","Afrika"
"DA","RO","EU","Europa"
"DA","RS","EU","Europa"
"DA","RU","AS","Asien"
"DA","RU","EU","Europa"
"DA","RW","AF","Afrika"
"DA","SA","AS","Asien"
"DA","SB","OC","Oceanien"
"DA","SC","AF","Afrika"
"DA","SD","AF","Afrika"
"DA","SE","EU","Europa"
"DA","SG","AS","Asien"
"DA","SH","AF","Afrika"
"DA","SI","EU","Europa"
"DA","SJ","EU","Europa"
"DA","SK","EU","Europa"
"DA","SL","AF","Afrika"
"DA","SM","EU","Europa"
"DA","SN","AF","Afrika"
"DA","SO","AF","Afrika"
"DA","SR","SA","Sydamerika"
"DA","SS","AF","Afrika"
"DA","ST","AF","Afrika"
"DA","SV","NA","Nordamerika"
"DA","SX","NA","Nordamerika"
"DA","SY","AS","Asien"
"DA","SZ","AF","Afrika"
"DA","TC","NA","Nordamerika"
"DA","TD","AF","Afrika"
"DA","TF","AN","Antarktis"
"DA","TG","AF","Afrika"
"DA","TH","AS","Asien"
"DA","TJ","AS","Asien"
"DA","TK","OC","Oceanien"
"DA","TL","AS","Asien"
"DA","TM","AS","Asien"
"DA","TN","AF","Afrika"
"DA","TO","OC","Oceanien"
"DA","TR","AS","Asien"
"DA","TR","EU","Europa"
"DA","TT","NA","Nordamerika"
"DA","TV","OC","Oceanien"
"DA","TW","AS","Asien"
"DA","TZ","AF","Afrika"
"DA","UA","EU","Europa"
"DA","UG","AF","Afrika"
"DA","UM","OC","Oceanien"
"DA","US","NA","Nordamerika"
"DA","UY","SA","Sydamerika"
"DA","UZ","AS","Asien"
"DA","VA","EU","Europa"
"DA","VC","NA","Nordamerika"
"DA","VE","SA","Sydamerika"
"DA","VG","NA","Nordamerika"
"DA","VI","NA","Nordamerika"
"DA","VN","AS","Asien"
"DA","VU","OC","Oceanien"
"DA","WF","OC","Oceanien"
"DA","WS","OC","Oceanien"
"DA","YE","AS","Asien"
"DA","YT","AF","Afrika"
"DA","ZA","AF","Afrika"
"DA","ZM","AF","Afrika"
"DA","ZW","AF","Afrika"
"DE","AD","EU","Europa"
"DE","AE","AS","Asien"
"DE","AF","AS","Asien"
"DE","AG","NA","Nordamerika"
"DE","AI","NA","Nordamerika"
"DE","AL","EU","Europa"
"DE","AM","EU","Europa"
"DE","AO","AF","Afrika"
"DE","AQ","AN","Antarktis"
"DE","AR","SA","Südamerika"
"DE","AS","OC","Ozeanien"
"DE","AT","EU","Europa"
"DE","AU","OC","Ozeanien"
"DE","AW","NA","Nordamerika"
"DE","AX","EU","Europa"
"DE","AZ","AS","Asien"
"DE","AZ","EU","Europa"
"DE","BA","EU","Europa"
"DE","BB","NA","Nordamerika"
"DE","BD","AS","Asien"
"DE","BE","EU","Europa"
"DE","BF","AF","Afrika"
"DE","BG","EU","Europa"
"DE","BH","AS","Asien"
"DE","BI","AF","Afrika"
"DE","BJ","AF","Afrika"
"DE","BL","NA","Nordamerika"
"DE","BM","NA","Nordamerika"
"DE","BN","AS","Asien"
"DE","BO","SA","Südamerika"
"DE","BQ","NA","Nordamerika"
"DE","BR","SA","Südamerika"
"DE","BS","NA","Nordamerika"
"DE","BT","AS","Asien"
"DE","BV","AN","Antarktis"
"DE","BW","AF","Afrika"
"DE","BY","EU","Europa"
"DE","BZ","NA","Nordamerika"
"DE","CA","NA","Nordamerika"
"DE","CC","AS","Asien"
"DE","CD","AF","Afrika"
"DE","CF","AF","Afrika"
"DE","CG","AF","Afrika"
"DE","CH","EU","Europa"
"DE","CI","AF","Afrika"
"DE","CK","OC","Ozeanien"
"DE","CL","SA","Südamerika"
"DE","CM","AF","Afrika"
"DE","CN","AS","Asien"
"DE","CO","SA","Südamerika"
"DE","CR","NA","Nordamerika"
"DE","CU","NA","Nordamerika"
"DE","CV","AF","Afrika"
"DE","CW","NA","Nordamerika"
"DE","CX","AS","Asien"
"DE","CY","EU","Europa"
"DE","CZ","EU","Europa"
"DE","DE","EU","Europa"
"DE","DJ","AF","Afrika"
"DE","DK","EU","Europa"
"DE","DM","NA","Nordamerika"
"DE","DO","NA","Nordamerika"
"DE","DZ","AF","Afrika"
"DE","EC","SA","Südamerika"
"DE","EE","EU","Europa"
"DE","EG","AF","Afrika"
"DE","EH","AF","Afrika"
"DE","ER","AF","Afrika"
"DE","ES","EU","Europa"
"DE","ET","AF","Afrika"
"DE","FI","EU","Europa"
"DE","FJ","OC","Ozeanien"
"DE","FK","SA","Südamerika"
"DE","FM","OC","Ozeanien"
"DE","FO","EU","Europa"
"DE","FR","EU","Europa"
"DE","GA","AF","Afrika"
"DE","GB","EU","Europa"
"DE","GD","NA","Nordamerika"
"DE","GE","AS","Asien"
"DE","GE","EU","Europa"
"DE","GF","SA","Südamerika"
"DE","GG","EU","Europa"
"DE","GH","AF","Afrika"
"DE","GI","EU","Europa"
"DE","GL","NA","Nordamerika"
"DE","GM","AF","Afrika"
"DE","GN","AF","Afrika"
"DE","GP","NA","Nordamerika"
"DE","GQ","AF","Afrika"
"DE","GR","EU","Europa"
"DE","GS","AN","Antarktis"
"DE","GT","NA","Nordamerika"
"DE","GU","OC","Ozeanien"
"DE","GW","AF","Afrika"
"DE","GY","SA","Südamerika"
"DE","HK","AS","Asien"
"DE","HM","AN","Antarktis"
"DE","HN","NA","Nordamerika"
"DE","HR","EU","Europa"
"DE","HT","NA","Nordamerika"
"DE","HU","EU","Europa"
"DE","ID","AS","Asien"
"DE","IE","EU","Europa"
"DE","IL","AS","Asien"
"DE","IM","EU","Europa"
"DE","IN","AS","Asien"
"DE","IO","AS","Asien"
"DE","IQ","AS","Asien"
"DE","IR","AS","Asien"
"DE","IS","EU","Europa"
"DE","IT","EU","Europa"
"DE","JE","EU","Europa"
"DE","JM","NA","Nordamerika"
"DE","JO","AS","Asien"
"DE","JP","AS","Asien"
"DE","KE","AF","Afrika"
"DE","KG","AS","Asien"
"DE","KH","AS","Asien"
"DE","KI","OC","Ozeanien"
"DE","KM","AF","Afrika"
"DE","KN","NA","Nordamerika"
"DE","KP","AS","Asien"
"DE","KR","AS","Asien"
"DE","KW","AS","Asien"
"DE","KY","NA","Nordamerika"
"DE","KZ","AS","Asien"
"DE","KZ","EU","Europa"
"DE","LA","AS","Asien"
"DE","LB","AS","Asien"
"DE","LC","NA","Nordamerika"
"DE","LI","EU","Europa"
"DE","LK","AS","Asien"
"DE","LR","AF","Afrika"
"DE","LS","AF","Afrika"
"DE","LT","EU","Europa"
"DE","LU","EU","Europa"
"DE","LV","EU","Europa"
"DE","LY","AF","Afrika"
"DE","MA","AF","Afrika"
"DE","MC","EU","Europa"
"DE","MD","EU","Europa"
"DE","ME","EU","Europa"
"DE","MF","NA","Nordamerika"
"DE","MG","AF","Afrika"
"DE","MH","OC","Ozeanien"
"DE","MK","EU","Europa"
"DE","ML","AF","Afrika"
"DE","MM","AS","Asien"
"DE","MN","AS","Asien"
"DE","MO","AS","Asien"
"DE","MP","OC","Ozeanien"
"DE","MQ","NA","Nordamerika"
"DE","MR","AF","Afrika"
"DE","MS","NA","Nordamerika"
"DE","MT","EU","Europa"
"DE","MU","AF","Afrika"
"DE","MV","AS","Asien"
"DE","MW","AF","Afrika"
"DE","MX","NA","Nordamerika"
"DE","MY","AS","Asien"
"DE","MZ","AF","Afrika"
"DE","NA","AF","Afrika"
"DE","NC","OC","Ozeanien"
"DE","NE","AF","Afrika"
"DE","NF","OC","Ozeanien"
"DE","NG","AF","Afrika"
"DE","NI","NA","Nordamerika"
"DE","NL","EU","Europa"
"DE","NO","EU","Europa"
"DE","NP","AS","Asien"
"DE","NR","OC","Ozeanien"
"DE","NU","OC","Ozeanien"
"DE","NZ","OC","Ozeanien"
"DE","OM","AS","Asien"
"DE","PA","NA","Nordamerika"
"DE","PE","SA","Südamerika"
"DE","PF","OC","Ozeanien"
"DE","PG","OC","Ozeanien"
"DE","PH","AS","Asien"
"DE","PK","AS","Asien"
"DE","PL","EU","Europa"
"DE","PM","NA","Nordamerika"
"DE","PN","OC","Ozeanien"
"DE","PR","NA","Nordamerika"
"DE","PS","AS","Asien"
"DE","PT","EU","Europa"
"DE","PW","OC","Ozeanien"
"DE","PY","SA","Südamerika"
"DE","QA","AS","Asien"
"DE","RE","AF","Afrika"
"DE","RO","EU","Europa"
"DE","RS","EU","Europa"
"DE","RU","AS","Asien"
"DE","RU","EU","Europa"
"DE","RW","AF","Afrika"
"DE","SA","AS","Asien"
"DE","SB","OC","Ozeanien"
"DE","SC","AF","Afrika"
"DE","SD","AF","Afrika"
"DE","SE","EU","Europa"
"DE","SG","AS","Asien"
"DE","SH","AF","Afrika"
"DE","SI","EU","Europa"
"DE","SJ","EU","Europa"
"DE","SK","EU","Europa"
"DE","SL","AF","Afrika"
"DE","SM","EU","Europa"
"DE","SN","AF","Afrika"
"DE","SO","AF","Afrika"
"DE","SR","SA","Südamerika"
"DE","SS","AF","Afrika"
"DE","ST","AF","Afrika"
"DE","SV","NA","Nordamerika"
"DE","SX","NA","Nordamerika"
"DE","SY","AS","Asien"
"DE","SZ","AF","Afrika"
"DE","TC","NA","Nordamerika"
"DE","TD","AF","Afrika"
"DE","TF","AN","Antarktis"
"DE","TG","AF","Afrika"
"DE","TH","AS","Asien"
"DE","TJ","AS","Asien"
"DE","TK","OC","Ozeanien"
"DE","TL","AS","Asien"
"DE","TM","AS","Asien"
"DE","TN","AF","Afrika"
"DE","TO","OC","Ozeanien"
"DE","TR","AS","Asien"
"DE","TR","EU","Europa"
"DE","TT","NA","Nordamerika"
"DE","TV","OC","Ozeanien"
"DE","TW","AS","Asien"
"DE","TZ","AF","Afrika"
"DE","UA","EU","Europa"
"DE","UG","AF","Afrika"
"DE","UM","OC","Ozeanien"
"DE","US","NA","Nordamerika"
"DE","UY","SA","Südamerika"
"DE","UZ","AS","Asien"
"DE","VA","EU","Europa"
"DE","VC","NA","Nordamerika"
"DE","VE","SA","Südamerika"
"DE","VG","NA","Nordamerika"
"DE","VI","NA","Nordamerika"
"DE","VN","AS","Asien"
"DE","VU","OC","Ozeanien"
"DE","WF","OC","Ozeanien"
"DE","WS","OC","Ozeanien"
"DE","YE","AS","Asien"
"DE","YT","AF","Afrika"
"DE","ZA","AF","Afrika"
"DE","ZM","AF","Afrika"
"DE","ZW","AF","Afrika"
"EE","AD","EU","Europe"
"EE","AE","AS","Asia"
"EE","AF","AS","Asia"
"EE","AG","NA","North America"
"EE","AI","NA","North America"
"EE","AL","EU","Europe"
"EE","AM","EU","Europe"
"EE","AO","AF","Africa"
"EE","AQ","AN","Antarctica"
"EE","AR","SA","South America"
"EE","AS","OC","Oceania"
"EE","AT","EU","Europe"
"EE","AU","OC","Oceania"
"EE","AW","NA","North America"
"EE","AX","EU","Europe"
"EE","AZ","AS","Asia"
"EE","AZ","EU","Europe"
"EE","BA","EU","Europe"
"EE","BB","NA","North America"
"EE","BD","AS","Asia"
"EE","BE","EU","Europe"
"EE","BF","AF","Africa"
"EE","BG","EU","Europe"
"EE","BH","AS","Asia"
"EE","BI","AF","Africa"
"EE","BJ","AF","Africa"
"EE","BL","NA","North America"
"EE","BM","NA","North America"
"EE","BN","AS","Asia"
"EE","BO","SA","South America"
"EE","BQ","NA","North America"
"EE","BR","SA","South America"
"EE","BS","NA","North America"
"EE","BT","AS","Asia"
"EE","BV","AN","Antarctica"
"EE","BW","AF","Africa"
"EE","BY","EU","Europe"
"EE","BZ","NA","North America"
"EE","CA","NA","North America"
"EE","CC","AS","Asia"
"EE","CD","AF","Africa"
"EE","CF","AF","Africa"
"EE","CG","AF","Africa"
"EE","CH","EU","Europe"
"EE","CI","AF","Africa"
"EE","CK","OC","Oceania"
"EE","CL","SA","South America"
"EE","CM","AF","Africa"
"EE","CN","AS","Asia"
"EE","CO","SA","South America"
"EE","CR","NA","North America"
"EE","CU","NA","North America"
"EE","CV","AF","Africa"
"EE","CW","NA","North America"
"EE","CX","AS","Asia"
"EE","CY","EU","Europe"
"EE","CZ","EU","Europe"
"EE","DE","EU","Europe"
"EE","DJ","AF","Africa"
"EE","DK","EU","Europe"
"EE","DM","NA","North America"
"EE","DO","NA","North America"
"EE","DZ","AF","Africa"
"EE","EC","SA","South America"
"EE","EE","EU","Europe"
"EE","EG","AF","Africa"
"EE","EH","AF","Africa"
"EE","ER","AF","Africa"
"EE","ES","EU","Europe"
"EE","ET","AF","Africa"
"EE","FI","EU","Europe"
"EE","FJ","OC","Oceania"
"EE","FK","SA","South America"
"EE","FM","OC","Oceania"
"EE","FO","EU","Europe"
"EE","FR","EU","Europe"
"EE","GA","AF","Africa"
"EE","GB","EU","Europe"
"EE","GD","NA","North America"
"EE","GE","AS","Asia"
"EE","GE","EU","Europe"
"EE","GF","SA","South America"
"EE","GG","EU","Europe"
"EE","GH","AF","Africa"
"EE","GI","EU","Europe"
"EE","GL","NA","North America"
"EE","GM","AF","Africa"
"EE","GN","AF","Africa"
"EE","GP","NA","North America"
"EE","GQ","AF","Africa"
"EE","GR","EU","Europe"
"EE","GS","AN","Antarctica"
"EE","GT","NA","North America"
"EE","GU","OC","Oceania"
"EE","GW","AF","Africa"
"EE","GY","SA","South America"
"EE","HK","AS","Asia"
"EE","HM","AN","Antarctica"
"EE","HN","NA","North America"
"EE","HR","EU","Europe"
"EE","HT","NA","North America"
"EE","HU","EU","Europe"
"EE","ID","AS","Asia"
"EE","IE","EU","Europe"
"EE","IL","AS","Asia"
"EE","IM","EU","Europe"
"EE","IN","AS","Asia"
"EE","IO","AS","Asia"
"EE","IQ","AS","Asia"
"EE","IR","AS","Asia"
"EE","IS","EU","Europe"
"EE","IT","EU","Europe"
"EE","JE","EU","Europe"
"EE","JM","NA","North America"
"EE","JO","AS","Asia"
"EE","JP","AS","Asia"
"EE","KE","AF","Africa"
"EE","KG","AS","Asia"
"EE","KH","AS","Asia"
"EE","KI","OC","Oceania"
"EE","KM","AF","Africa"
"EE","KN","NA","North America"
"EE","KP","AS","Asia"
"EE","KR","AS","Asia"
"EE","KW","AS","Asia"
"EE","KY","NA","North America"
"EE","KZ","AS","Asia"
"EE","KZ","EU","Europe"
"EE","LA","AS","Asia"
"EE","LB","AS","Asia"
"EE","LC","NA","North America"
"EE","LI","EU","Europe"
"EE","LK","AS","Asia"
"EE","LR","AF","Africa"
"EE","LS","AF","Africa"
"EE","LT","EU","Europe"
"EE","LU","EU","Europe"
"EE","LV","EU","Europe"
"EE","LY","AF","Africa"
"EE","MA","AF","Africa"
"EE","MC","EU","Europe"
"EE","MD","EU","Europe"
"EE","ME","EU","Europe"
"EE","MF","NA","North America"
"EE","MG","AF","Africa"
"EE","MH","OC","Oceania"
"EE","MK","EU","Europe"
"EE","ML","AF","Africa"
"EE","MM","AS","Asia"
"EE","MN","AS","Asia"
"EE","MO","AS","Asia"
"EE","MP","OC","Oceania"
"EE","MQ","NA","North America"
"EE","MR","AF","Africa"
"EE","MS","NA","North America"
"EE","MT","EU","Europe"
"EE","MU","AF","Africa"
"EE","MV","AS","Asia"
"EE","MW","AF","Africa"
"EE","MX","NA","North America"
"EE","MY","AS","Asia"
"EE","MZ","AF","Africa"
"EE","NA","AF","Africa"
"EE","NC","OC","Oceania"
"EE","NE","AF","Africa"
"EE","NF","OC","Oceania"
"EE","NG","AF","Africa"
"EE","NI","NA","North America"
"EE","NL","EU","Europe"
"EE","NO","EU","Europe"
"EE","NP","AS","Asia"
"EE","NR","OC","Oceania"
"EE","NU","OC","Oceania"
"EE","NZ","OC","Oceania"
"EE","OM","AS","Asia"
"EE","PA","NA","North America"
"EE","PE","SA","South America"
"EE","PF","OC","Oceania"
"EE","PG","OC","Oceania"
"EE","PH","AS","Asia"
"EE","PK","AS","Asia"
"EE","PL","EU","Europe"
"EE","PM","NA","North America"
"EE","PN","OC","Oceania"
"EE","PR","NA","North America"
"EE","PS","AS","Asia"
"EE","PT","EU","Europe"
"EE","PW","OC","Oceania"
"EE","PY","SA","South America"
"EE","QA","AS","Asia"
"EE","RE","AF","Africa"
"EE","RO","EU","Europe"
"EE","RS","EU","Europe"
"EE","RU","AS","Asia"
"EE","RU","EU","Europe"
"EE","RW","AF","Africa"
"EE","SA","AS","Asia"
"EE","SB","OC","Oceania"
"EE","SC","AF","Africa"
"EE","SD","AF","Africa"
"EE","SE","EU","Europe"
"EE","SG","AS","Asia"
"EE","SH","AF","Africa"
"EE","SI","EU","Europe"
"EE","SJ","EU","Europe"
"EE","SK","EU","Europe"
"EE","SL","AF","Africa"
"EE","SM","EU","Europe"
"EE","SN","AF","Africa"
"EE","SO","AF","Africa"
"EE","SR","SA","South America"
"EE","SS","AF","Africa"
"EE","ST","AF","Africa"
"EE","SV","NA","North America"
"EE","SX","NA","North America"
"EE","SY","AS","Asia"
"EE","SZ","AF","Africa"
"EE","TC","NA","North America"
"EE","TD","AF","Africa"
"EE","TF","AN","Antarctica"
"EE","TG","AF","Africa"
"EE","TH","AS","Asia"
"EE","TJ","AS","Asia"
"EE","TK","OC","Oceania"
"EE","TL","AS","Asia"
"EE","TM","AS","Asia"
"EE","TN","AF","Africa"
"EE","TO","OC","Oceania"
"EE","TR","AS","Asia"
"EE","TR","EU","Europe"
"EE","TT","NA","North America"
"EE","TV","OC","Oceania"
"EE","TW","AS","Asia"
"EE","TZ","AF","Africa"
"EE","UA","EU","Europe"
"EE","UG","AF","Africa"
"EE","UM","OC","Oceania"
"EE","US","NA","North America"
"EE","UY","SA","South America"
"EE","UZ","AS","Asia"
"EE","VA","EU","Europe"
"EE","VC","NA","North America"
"EE","VE","SA","South America"
"EE","VG","NA","North America"
"EE","VI","NA","North America"
"EE","VN","AS","Asia"
"EE","VU","OC","Oceania"
"EE","WF","OC","Oceania"
"EE","WS","OC","Oceania"
"EE","YE","AS","Asia"
"EE","YT","AF","Africa"
"EE","ZA","AF","Africa"
"EE","ZM","AF","Africa"
"EE","ZW","AF","Africa"
"EL","AD","EU","Ευρώπη"
"EL","AE","AS","Ασία"
"EL","AF","AS","Ασία"
"EL","AG","NA","Βόρεια Αμερική"
"EL","AI","NA","Βόρεια Αμερική"
"EL","AL","EU","Ευρώπη"
"EL","AM","EU","Ευρώπη"
"EL","AO","AF","Αφρική"
"EL","AQ","AN","Ανταρκτική"
"EL","AR","SA","Νότια Αμερική"
"EL","AS","OC","Ωκεανία"
"EL","AT","EU","Ευρώπη"
"EL","AU","OC","Ωκεανία"
"EL","AW","NA","Βόρεια Αμερική"
"EL","AX","EU","Ευρώπη"
"EL","AZ","AS","Ασία"
"EL","AZ","EU","Ευρώπη"
"EL","BA","EU","Ευρώπη"
"EL","BB","NA","Βόρεια Αμερική"
"EL","BD","AS","Ασία"
"EL","BE","EU","Ευρώπη"
"EL","BF","AF","Αφρική"
"EL","BG","EU","Ευρώπη"
"EL","BH","AS","Ασία"
"EL","BI","AF","Αφρική"
"EL","BJ","AF","Αφρική"
"EL","BL","NA","Βόρεια Αμερική"
"EL","BM","NA","Βόρεια Αμερική"
"EL","BN","AS","Ασία"
"EL","BO","SA","Νότια Αμερική"
"EL","BQ","NA","Βόρεια Αμερική"
"EL","BR","SA","Νότια Αμερική"
"EL","BS","NA","Βόρεια Αμερική"
"EL","BT","AS","Ασία"
"EL","BV","AN","Ανταρκτική"
